,loss,acc,testloss,testacc
0,2.2624703347682953,0.12890625,1.977290391921997,0.263
1,1.9585419595241547,0.24179688096046448,1.8573905229568481,0.3165
2,1.6788269206881523,0.3980468809604645,1.5037755966186523,0.472
3,1.4084962606430054,0.49726563692092896,1.2827180624008179,0.528
4,1.0925452671945095,0.5962890386581421,1.0367915630340576,0.6035
5,0.8436255007982254,0.7027343511581421,0.9772540926933289,0.6285
6,0.6518488712608814,0.759960949420929,0.7488068342208862,0.7345
7,0.5322163049131632,0.8017578125,0.6342984437942505,0.771
8,0.4708505179733038,0.831835925579071,0.6154349446296692,0.788
9,0.4526582192629576,0.828906238079071,0.6475752592086792,0.801
10,0.35992572642862797,0.876953125,0.4996644854545593,0.8265
11,0.30574160907417536,0.8873046636581421,0.5458558797836304,0.808
12,0.28511473909020424,0.902148425579071,0.5117223262786865,0.839
13,0.2900145584717393,0.888867199420929,0.5228912830352783,0.842
14,0.2254549632780254,0.91796875,0.4913562536239624,0.8455
15,0.2932408475317061,0.900390625,0.5317397117614746,0.835
16,0.18090088851749897,0.9437500238418579,0.36596283316612244,0.8835
17,0.14180199860129505,0.9560546875,0.42843008041381836,0.864
18,0.13178730593062937,0.953320324420929,0.42325928807258606,0.884
19,0.10419427021406591,0.9697265625,0.3914770185947418,0.8835
20,0.09638473158702254,0.973437488079071,0.2928612232208252,0.9155
21,0.07606686814688146,0.9765625,0.42728391289711,0.8865
22,0.07433135120663792,0.9769531488418579,0.4724811911582947,0.8905
23,0.05818747484590858,0.9798828363418579,0.263750821352005,0.925
24,0.03760630707256496,0.9892578125,0.29807665944099426,0.917
25,0.04655880547943525,0.985156238079071,0.26828187704086304,0.918
26,0.069107588584302,0.9814453125,0.3401980400085449,0.904
27,0.03906299383379519,0.9867187738418579,0.36506572365760803,0.914
28,0.034444155331584625,0.990234375,0.3705293834209442,0.9135
29,0.02687307828455232,0.9912109375,0.4184248149394989,0.915
30,0.025402769359061494,0.9931640625,0.3799765706062317,0.9115
31,0.029140743426978588,0.9916015863418579,0.4033547043800354,0.9135
32,0.1367013844428584,0.966796875,3.457536458969116,0.5245
33,0.6860286137089133,0.8353515863418579,0.456376314163208,0.8565
34,0.2437030398286879,0.914257824420929,0.33108994364738464,0.8865
35,0.12179742241278291,0.960742175579071,0.35379940271377563,0.886
36,0.08991456218063831,0.9716796875,0.2812668979167938,0.911
37,0.03959533688612282,0.9916015863418579,0.24393580853939056,0.9325
38,0.020518479810561985,0.9951171875,0.2250574231147766,0.9335
39,0.01572901356848888,0.998046875,0.22323201596736908,0.937
40,0.013581175386207178,0.998046875,0.22128070890903473,0.937
41,0.009178015061479528,0.998046875,0.21977534890174866,0.9405
42,0.008171258188667707,0.9990234375,0.2267819046974182,0.938
43,0.005756260710768402,1.0,0.2287091165781021,0.937
44,0.003740270563866943,1.0,0.23634040355682373,0.9415
45,0.003226585467928089,1.0,0.23096783459186554,0.9395
46,0.002594553414382972,1.0,0.2414192110300064,0.939
47,0.002585163569165161,1.0,0.2439437210559845,0.939
48,0.002315392080163292,1.0,0.24172508716583252,0.944
49,0.0019785326476267073,1.0,0.25305232405662537,0.938
